GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC01_EST_VC13,HC01_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC01_EST_VC31,HC01_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC01_EST_VC38,HC01_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC01_EST_VC44,HC01_MOE_VC44,HC01_EST_VC45,HC01_MOE_VC45,HC01_EST_VC46,HC01_MOE_VC46,HC01_EST_VC47,HC01_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC01_EST_VC54,HC01_MOE_VC54,HC01_EST_VC55,HC01_MOE_VC55,HC01_EST_VC56,HC01_MOE_VC56,HC01_EST_VC57,HC01_MOE_VC57,HC01_EST_VC58,HC01_MOE_VC58,HC01_EST_VC59,HC01_MOE_VC59,HC01_EST_VC60,HC01_MOE_VC60,HC01_EST_VC61,HC01_MOE_VC61,HC01_EST_VC62,HC01_MOE_VC62,HC01_EST_VC63,HC01_MOE_VC63,HC01_EST_VC64,HC01_MOE_VC64,HC01_EST_VC65,HC01_MOE_VC65,HC01_EST_VC66,HC01_MOE_VC66,HC01_EST_VC67,HC01_MOE_VC67,HC01_EST_VC68,HC01_MOE_VC68,HC01_EST_VC69,HC01_MOE_VC69,HC01_EST_VC70,HC01_MOE_VC70,HC01_EST_VC71,HC01_MOE_VC71,HC01_EST_VC72,HC01_MOE_VC72,HC01_EST_VC73,HC01_MOE_VC73,HC01_EST_VC74,HC01_MOE_VC74,HC01_EST_VC77,HC01_MOE_VC77,HC01_EST_VC78,HC01_MOE_VC78,HC01_EST_VC79,HC01_MOE_VC79,HC01_EST_VC80,HC01_MOE_VC80,HC01_EST_VC81,HC01_MOE_VC81
Id,Id2,Geography,Owner-occupied housing units with a mortgage; Estimate; Owner-occupied housing units with a mortgage,Owner-occupied housing units with a mortgage; Margin of Error; Owner-occupied housing units with a mortgage,"Owner-occupied housing units with a mortgage; Estimate; VALUE - Less than $50,000","Owner-occupied housing units with a mortgage; Margin of Error; VALUE - Less than $50,000","Owner-occupied housing units with a mortgage; Estimate; VALUE - $50,000 to $99,999","Owner-occupied housing units with a mortgage; Margin of Error; VALUE - $50,000 to $99,999","Owner-occupied housing units with a mortgage; Estimate; VALUE - $100,000 to $149,999","Owner-occupied housing units with a mortgage; Margin of Error; VALUE - $100,000 to $149,999","Owner-occupied housing units with a mortgage; Estimate; VALUE - $150,000 to $199,999","Owner-occupied housing units with a mortgage; Margin of Error; VALUE - $150,000 to $199,999","Owner-occupied housing units with a mortgage; Estimate; VALUE - $200,000 to $299,999","Owner-occupied housing units with a mortgage; Margin of Error; VALUE - $200,000 to $299,999","Owner-occupied housing units with a mortgage; Estimate; VALUE - $300,000 to $499,999","Owner-occupied housing units with a mortgage; Margin of Error; VALUE - $300,000 to $499,999","Owner-occupied housing units with a mortgage; Estimate; VALUE - $500,000 or more","Owner-occupied housing units with a mortgage; Margin of Error; VALUE - $500,000 or more",Owner-occupied housing units with a mortgage; Estimate; VALUE - Median (dollars),Owner-occupied housing units with a mortgage; Margin of Error; VALUE - Median (dollars),"Owner-occupied housing units with a mortgage; Estimate; MORTGAGE STATUS - With either a second mortgage, or home equity loan, but not both","Owner-occupied housing units with a mortgage; Margin of Error; MORTGAGE STATUS - With either a second mortgage, or home equity loan, but not both","Owner-occupied housing units with a mortgage; Estimate; MORTGAGE STATUS - With either a second mortgage, or home equity loan, but not both - Second mortgage only","Owner-occupied housing units with a mortgage; Margin of Error; MORTGAGE STATUS - With either a second mortgage, or home equity loan, but not both - Second mortgage only","Owner-occupied housing units with a mortgage; Estimate; MORTGAGE STATUS - With either a second mortgage, or home equity loan, but not both - Home equity loan only","Owner-occupied housing units with a mortgage; Margin of Error; MORTGAGE STATUS - With either a second mortgage, or home equity loan, but not both - Home equity loan only",Owner-occupied housing units with a mortgage; Estimate; MORTGAGE STATUS - Both second mortgage and home equity loan,Owner-occupied housing units with a mortgage; Margin of Error; MORTGAGE STATUS - Both second mortgage and home equity loan,Owner-occupied housing units with a mortgage; Estimate; MORTGAGE STATUS - No second mortgage and no home equity loan,Owner-occupied housing units with a mortgage; Margin of Error; MORTGAGE STATUS - No second mortgage and no home equity loan,"Owner-occupied housing units with a mortgage; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Less than $10,000","Owner-occupied housing units with a mortgage; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Less than $10,000","Owner-occupied housing units with a mortgage; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $10,000 to $24,999","Owner-occupied housing units with a mortgage; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $10,000 to $24,999","Owner-occupied housing units with a mortgage; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $25,000 to $34,999","Owner-occupied housing units with a mortgage; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $25,000 to $34,999","Owner-occupied housing units with a mortgage; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $35,000 to $49,999","Owner-occupied housing units with a mortgage; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $35,000 to $49,999","Owner-occupied housing units with a mortgage; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $50,000 to $74,999","Owner-occupied housing units with a mortgage; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $50,000 to $74,999","Owner-occupied housing units with a mortgage; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999","Owner-occupied housing units with a mortgage; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999","Owner-occupied housing units with a mortgage; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999","Owner-occupied housing units with a mortgage; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999","Owner-occupied housing units with a mortgage; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $150,000 or more","Owner-occupied housing units with a mortgage; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - $150,000 or more",Owner-occupied housing units with a mortgage; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Median household income (dollars),Owner-occupied housing units with a mortgage; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2013 INFLATION-ADJUSTED DOLLARS) - Median household income (dollars),Owner-occupied housing units with a mortgage; Estimate; RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Less than 2.0,Owner-occupied housing units with a mortgage; Margin of Error; RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Less than 2.0,Owner-occupied housing units with a mortgage; Estimate; RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS - 2.0 to 2.9,Owner-occupied housing units with a mortgage; Margin of Error; RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS - 2.0 to 2.9,Owner-occupied housing units with a mortgage; Estimate; RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS - 3.0 to 3.9,Owner-occupied housing units with a mortgage; Margin of Error; RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS - 3.0 to 3.9,Owner-occupied housing units with a mortgage; Estimate; RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS - 4.0 or more,Owner-occupied housing units with a mortgage; Margin of Error; RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS - 4.0 or more,Owner-occupied housing units with a mortgage; Estimate; RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Not computed,Owner-occupied housing units with a mortgage; Margin of Error; RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Not computed,Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - Less than $200,Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - Less than $200,Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $200 to $299,Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $200 to $299,Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $300 to $399,Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $300 to $399,Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $400 to $499,Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $400 to $499,Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $500 to $599,Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $500 to $599,Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $600 to $699,Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $600 to $699,Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $700 to $799,Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $700 to $799,Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $800 to $899,Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $800 to $899,Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $900 to $999,Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $900 to $999,"Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $1,000 to $1,249","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $1,000 to $1,249","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $1,250 to $1,499","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $1,250 to $1,499","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $1,500 to $1,999","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $1,500 to $1,999","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - $2,000 or more","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - $2,000 or more",Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS - Median (dollars),Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS - Median (dollars),"Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Less than $20,000","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Less than $20,000","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Less than $20,000 - Less than 20 percent","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Less than $20,000 - Less than 20 percent","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Less than $20,000 - 20 to 29 percent","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Less than $20,000 - 20 to 29 percent","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Less than $20,000 - 30 percent or more","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Less than $20,000 - 30 percent or more","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $20,000 to $34,999","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $20,000 to $34,999","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $20,000 to $34,999 - Less than 20 percent","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $20,000 to $34,999 - Less than 20 percent","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $20,000 to $34,999 - 20 to 29 percent","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $20,000 to $34,999 - 20 to 29 percent","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $20,000 to $34,999 - 30 percent or more","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $20,000 to $34,999 - 30 percent or more","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $35,000 to $49,999","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $35,000 to $49,999","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $35,000 to $49,999 - Less than 20 percent","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $35,000 to $49,999 - Less than 20 percent","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $35,000 to $49,999 - 20 to 29 percent","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $35,000 to $49,999 - 20 to 29 percent","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $35,000 to $49,999 - 30 percent or more","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $35,000 to $49,999 - 30 percent or more","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $50,000 to $74,999","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $50,000 to $74,999","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $50,000 to $74,999 - Less than 20 percent","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $50,000 to $74,999 - Less than 20 percent","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $50,000 to $74,999 - 20 to 29 percent","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $50,000 to $74,999 - 20 to 29 percent","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $50,000 to $74,999 - 30 percent or more","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $50,000 to $74,999 - 30 percent or more","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $75,000 or more","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $75,000 or more","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $75,000 or more - Less than 20 percent","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $75,000 or more - Less than 20 percent","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $75,000 or more - 20 to 29 percent","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $75,000 or more - 20 to 29 percent","Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $75,000 or more - 30 percent or more","Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - $75,000 or more - 30 percent or more",Owner-occupied housing units with a mortgage; Estimate; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Zero or negative income,Owner-occupied housing units with a mortgage; Margin of Error; MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - Zero or negative income,Owner-occupied housing units with a mortgage; Estimate; REAL ESTATE TAXES - Less than $800,Owner-occupied housing units with a mortgage; Margin of Error; REAL ESTATE TAXES - Less than $800,"Owner-occupied housing units with a mortgage; Estimate; REAL ESTATE TAXES - $800 to $1,499","Owner-occupied housing units with a mortgage; Margin of Error; REAL ESTATE TAXES - $800 to $1,499","Owner-occupied housing units with a mortgage; Estimate; REAL ESTATE TAXES - $1,500 or more","Owner-occupied housing units with a mortgage; Margin of Error; REAL ESTATE TAXES - $1,500 or more",Owner-occupied housing units with a mortgage; Estimate; REAL ESTATE TAXES - No real estate taxes paid,Owner-occupied housing units with a mortgage; Margin of Error; REAL ESTATE TAXES - No real estate taxes paid,Owner-occupied housing units with a mortgage; Estimate; REAL ESTATE TAXES - Median (dollars),Owner-occupied housing units with a mortgage; Margin of Error; REAL ESTATE TAXES - Median (dollars)
9600000US1701384,1701384,"Illini West High School District 307, Illinois",1386,116,15.2,3.4,44.5,6.0,18.4,4.6,5.3,2.2,13.3,3.8,3.0,2.1,0.4,0.5,84300,6986,9.4,2.7,2.7,1.4,6.7,2.5,0.2,0.3,90.4,2.7,2.1,1.2,9.5,3.1,10.3,3.4,17.1,3.8,26.5,4.8,17.7,4.0,11.7,3.3,5.2,2.9,59306,5142,67.1,5.3,13.5,3.7,6.3,3.0,13.0,3.9,0.1,0.2,0.0,2.1,0.2,0.4,1.8,1.6,4.6,2.1,5.8,2.3,7.5,2.9,9.9,3.4,12.8,4.2,10.4,3.1,15.7,4.5,16.0,4.7,8.2,2.9,7.1,3.1,971,56,8.2,2.6,0.0,2.1,0.1,0.3,8.0,2.6,13.6,3.7,1.4,1.2,3.0,1.7,9.2,3.4,17.1,3.8,4.5,1.9,4.5,2.1,8.0,2.7,26.5,4.8,14.3,3.9,10.4,3.1,1.8,1.5,34.6,4.9,29.3,5.0,4.9,1.9,0.4,0.6,0.1,0.2,17.0,4.3,29.2,4.5,52.7,5.7,1.1,1.0,1597,151
9600000US1703780,1703780,"Anna Jonesboro Community High School District 81, Illinois",1566,186,16.7,6.5,40.5,6.9,8.4,3.0,12.8,5.5,17.6,5.9,3.7,2.5,0.4,0.5,89800,8061,14.3,4.3,3.5,2.1,10.8,3.9,0.0,1.9,85.7,4.3,1.0,0.9,6.9,3.8,6.8,3.1,11.5,4.7,28.3,7.5,17.4,5.0,14.4,5.3,13.8,5.9,71157,6557,73.4,6.0,16.0,5.0,2.7,1.4,7.9,3.0,0.0,1.9,0.0,1.9,0.0,1.9,0.2,0.3,3.1,2.4,2.3,1.7,10.7,6.3,11.7,4.8,11.0,4.5,9.6,4.3,10.7,3.3,23.2,6.6,10.5,3.7,7.0,3.5,1033,136,6.4,3.6,0.0,1.9,0.0,1.9,6.4,3.6,8.2,3.4,1.0,1.1,3.3,2.3,4.0,2.3,11.5,4.7,1.7,1.5,8.0,4.5,1.8,1.5,28.3,7.5,18.3,7.0,8.6,3.2,1.3,1.6,45.5,7.9,36.6,7.8,8.4,3.1,0.6,0.6,0.0,1.9,26.9,5.6,24.5,7.2,47.0,7.9,1.6,1.5,1448,195
9600000US1703870,1703870,"Antioch Community High School District 117, Illinois",10818,389,1.8,0.8,2.5,0.9,10.1,1.8,21.4,2.3,40.2,2.9,20.4,2.2,3.6,1.0,229400,4927,27.2,2.7,4.7,1.2,22.5,2.4,0.6,0.4,72.3,2.7,1.9,0.9,2.8,0.9,2.6,0.7,8.0,1.5,15.7,1.9,17.9,2.1,30.4,2.8,20.7,2.1,100903,2294,41.5,2.8,28.5,3.0,12.0,1.8,17.6,2.3,0.4,0.3,0.0,0.3,0.1,0.2,0.0,0.3,0.2,0.3,0.6,0.4,0.8,0.5,0.7,0.4,0.8,0.6,0.8,0.4,5.0,1.1,11.6,1.8,24.5,2.3,54.9,2.7,2105,53,2.9,1.1,0.0,0.3,0.0,0.3,2.9,1.1,3.9,1.0,0.0,0.3,0.0,0.1,3.9,1.0,8.0,1.5,0.2,0.3,0.3,0.3,7.5,1.4,15.7,1.9,1.0,0.6,4.2,1.3,10.5,1.9,69.1,2.5,30.1,2.4,27.2,2.4,11.8,1.8,0.4,0.3,2.3,0.9,0.5,0.3,97.1,1.0,0.1,0.2,6675,146
9600000US1704020,1704020,"Argo Community High School District 217, Illinois",5899,404,3.5,1.6,4.5,1.6,18.7,3.9,28.0,4.5,30.2,3.3,14.2,2.6,1.0,0.8,191000,7287,15.9,3.1,2.7,1.2,13.2,2.9,0.5,0.5,83.7,3.1,0.5,0.4,8.8,2.2,8.8,2.2,12.0,3.1,22.1,3.5,23.5,4.0,16.5,3.5,7.8,2.5,69741,7425,32.8,3.9,21.7,3.5,17.1,3.5,28.3,4.0,0.0,0.1,0.0,0.5,0.0,0.5,0.2,0.3,0.4,0.4,0.5,0.7,0.1,0.1,1.1,0.7,1.6,1.0,2.1,1.2,8.8,2.0,13.1,2.8,33.9,4.5,38.2,3.7,1794,62,6.0,2.1,0.0,0.5,0.0,0.5,6.0,2.1,12.0,2.7,0.2,0.2,0.0,0.5,11.8,2.7,12.0,3.1,0.4,0.6,0.7,0.7,11.0,2.9,22.1,3.5,1.2,0.8,5.4,1.7,15.5,3.4,47.8,4.2,21.5,4.1,18.2,3.6,8.2,2.7,0.0,0.1,1.6,1.1,1.2,1.0,93.6,2.0,3.5,1.3,4769,162
9600000US1704170,1704170,"Township High School District 214, Illinois",47743,973,2.4,0.5,6.8,0.7,9.1,0.8,11.1,0.9,28.5,1.4,33.1,1.2,9.1,0.9,273700,3872,25.9,1.1,4.6,0.7,21.2,1.1,0.8,0.3,73.3,1.2,1.7,0.5,5.1,0.7,5.2,0.6,9.6,0.8,17.9,1.3,16.3,1.0,23.8,1.3,20.4,1.1,90932,1827,28.3,1.5,28.5,1.1,15.2,1.0,27.3,1.1,0.6,0.3,0.0,0.1,0.1,0.1,0.1,0.1,0.4,0.2,0.4,0.2,0.8,0.2,1.2,0.3,1.7,0.4,2.2,0.4,8.6,0.7,10.3,0.8,24.0,1.3,50.1,1.4,2003,31,3.7,0.6,0.0,0.1,0.0,0.1,3.7,0.6,7.7,0.7,0.1,0.1,0.4,0.2,7.2,0.7,9.6,0.8,0.3,0.1,1.4,0.3,7.9,0.8,17.9,1.3,1.3,0.3,4.4,0.7,12.2,1.1,60.5,1.2,26.9,1.4,22.3,1.2,11.3,0.9,0.6,0.3,1.8,0.4,3.5,0.5,93.7,0.8,0.9,0.3,5645,98
