"State","County","Year","Beach Id","Beach Name","Beach Status","Reported","Station ID","Activity ID","Action Type","ActionStartDate","ActionEndDate","ActionDuration Days","Percentage oftime beachwas affectedduring open hours","Time affected(in hours)","Time beachis open(in hours)","Action Reasons","Action ReasonsComment","Action Indicator","Action IndicatorComment","Action Possible Source","Action PossibleSourceComment"
"NY","MONROE","2016","NY412748","DURAND BEACH","No advisory or closure","N","21NYBCH|NY412748-02","476573","Contamination Advisory","17-JUL-16","18-JUL-16","2","100","24","24","ELEV_BACT","-","ECOLI","-","UNKNOWN","-"
"NY","MONROE","2016","NY412748","DURAND BEACH","No advisory or closure","N","21NYBCH|NY412748-02","476572","Contamination Advisory","11-JUL-16","12-JUL-16","1","100","24","24","ELEV_BACT","-","ECOLI","-","UNKNOWN","-"
"NY","MONROE","2016","NY412748","DURAND BEACH","No advisory or closure","N","21NYBCH|NY412748-02","476571","Contamination Advisory","29-JUN-16","30-JUN-16","1","100","24","24","ELEV_BACT","-","ECOLI","-","UNKNOWN","-"
"NY","MONROE","2016","NY412748","DURAND BEACH","No advisory or closure","N","21NYBCH|NY412748-02","476570","Contamination Advisory","22-JUN-16","24-JUN-16","3","100","24","24","ELEV_BACT","-","ECOLI","-","UNKNOWN","-"
"NY","SUFFOLK","2016","NY134025","EAGLE DOCK COMMUNITY BEACH","No advisory or closure","Y","21NYBCH|NY134025-01","476429","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY134025","EAGLE DOCK COMMUNITY BEACH","No advisory or closure","Y","21NYBCH|NY134025-01","476430","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY511181","EAST ISLIP BEACH","No advisory or closure","Y","21NYBCH|NY511181-01","476680","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY511181","EAST ISLIP BEACH","No advisory or closure","Y","21NYBCH|NY511181-01","476681","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","WESTCHESTER","2016","NY077883","ECHO BAY YACHT CLUB","No advisory or closure","Y","21NYBCH|NY077883-01","476388","Closure","28-JUN-16","01-JUL-16","3","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","WESTCHESTER","2016","NY077883","ECHO BAY YACHT CLUB","No advisory or closure","Y","21NYBCH|NY077883-01","476391","Closure","29-JUL-16","31-JUL-16","2","100","24","24","SEWAGE","-","PREEMPT","-","RUNOFF","-"
"NY","WESTCHESTER","2016","NY077883","ECHO BAY YACHT CLUB","No advisory or closure","Y","21NYBCH|NY077883-01","476390","Contamination Advisory","27-JUL-16","29-JUL-16","2","100","24","24","ELEV_BACT","-","ENTERO","-","UNKNOWN","-"
"NY","WESTCHESTER","2016","NY077883","ECHO BAY YACHT CLUB","No advisory or closure","Y","21NYBCH|NY077883-01","476389","Closure","05-JUL-16","06-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","ERIE","2016","NY271506","EVANGOLA STATE PARK BEACH","No advisory or closure","Y","21NYBCH|NY271506-01","476482","Closure","14-JUL-16","15-JUL-16","1","100","24","24","ELEV_BACT","-","ECOLI","-","UNKNOWN","-"
"NY","ERIE","2016","NY307714","EVANS TOWN PARK","No advisory or closure","Y","21NYBCH|NY307714-01","476492","Closure","18-JUL-16","19-JUL-16","1","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","ERIE","2016","NY307714","EVANS TOWN PARK","No advisory or closure","Y","21NYBCH|NY307714-01","476493","Closure","25-JUL-16","27-JUL-16","2","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","SUFFOLK","2016","NY406101","FLEETS COVE BEACH","No advisory or closure","Y","21NYBCH|NY406101-01","476568","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY406101","FLEETS COVE BEACH","No advisory or closure","Y","21NYBCH|NY406101-01","476569","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY344249","FRIENDSHIP DRIVE BEACH","No advisory or closure","Y","21NYBCH|NY344249-01","476502","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY344249","FRIENDSHIP DRIVE BEACH","No advisory or closure","Y","21NYBCH|NY344249-01","476503","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476817","Rain Advisory","09-JUN-16","09-JUN-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476822","Contamination Advisory","28-JUL-16","29-JUL-16","2","100","24","24","ELEV_BACT","-","ENTERO","-","STORM","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476821","Rain Advisory","26-JUL-16","27-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","CSO","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476821","Rain Advisory","26-JUL-16","27-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476820","Contamination Advisory","07-JUL-16","12-JUL-16","6","100","24","24","ELEV_BACT","-","ENTERO","-","CSO","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476820","Contamination Advisory","07-JUL-16","12-JUL-16","6","100","24","24","ELEV_BACT","-","ENTERO","-","STORM","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476819","Rain Advisory","05-JUL-16","06-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","CSO","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476819","Rain Advisory","05-JUL-16","06-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476816","Rain Advisory","06-JUN-16","07-JUN-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476816","Rain Advisory","06-JUN-16","07-JUN-16","2","100","24","24","RAINFALL","-","PREEMPT","-","CSO","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476822","Contamination Advisory","28-JUL-16","29-JUL-16","2","100","24","24","ELEV_BACT","-","ENTERO","-","CSO","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476817","Rain Advisory","09-JUN-16","09-JUN-16","1","100","24","24","RAINFALL","-","PREEMPT","-","CSO","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476818","Rain Advisory","02-JUL-16","02-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","KINGS","2016","NY630087","GERRITSEN/KIDDIE BEACH","No advisory or closure","Y","21NYBCH|NY630087-01","476818","Rain Advisory","02-JUL-16","02-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","CSO","-"
"NY","SUFFOLK","2016","NY168522","GOLD STAR BATTALION BEACH","No advisory or closure","Y","21NYBCH|NY168522-01","476443","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY168522","GOLD STAR BATTALION BEACH","No advisory or closure","Y","21NYBCH|NY168522-01","476442","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY851326","GRANTLAND BEACH","No advisory or closure","Y","21NYBCH|NY851326-01","476929","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY851326","GRANTLAND BEACH","No advisory or closure","Y","21NYBCH|NY851326-01","476928","Closure","18-JUL-16","21-JUL-16","4","100","24","24","ELEV_BACT","-","ENTERO","-","STORM","-"
"NY","SUFFOLK","2016","NY851326","GRANTLAND BEACH","No advisory or closure","Y","21NYBCH|NY851326-01","476927","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","WESTCHESTER","2016","NY255139","GREENTREE CLUB","No advisory or closure","Y","21NYBCH|NY255139-01","476473","Closure","29-JUL-16","31-JUL-16","2","100","24","24","SEWAGE","-","PREEMPT","-","RUNOFF","-"
"NY","WESTCHESTER","2016","NY255139","GREENTREE CLUB","No advisory or closure","Y","21NYBCH|NY255139-01","476472","Closure","05-JUL-16","06-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","WESTCHESTER","2016","NY255139","GREENTREE CLUB","No advisory or closure","Y","21NYBCH|NY255139-01","476471","Closure","28-JUN-16","01-JUL-16","3","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","ERIE","2016","NY569623","HAMBURG BATHING BEACH","No advisory or closure","Y","21NYBCH|NY569623-01","476729","Closure","02-JUL-16","03-JUL-16","1","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","ERIE","2016","NY569623","HAMBURG BATHING BEACH","No advisory or closure","Y","21NYBCH|NY569623-01","476733","Closure","26-JUL-16","28-JUL-16","2","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","ERIE","2016","NY569623","HAMBURG BATHING BEACH","No advisory or closure","Y","21NYBCH|NY569623-01","476731","Closure","18-JUL-16","19-JUL-16","2","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","ERIE","2016","NY569623","HAMBURG BATHING BEACH","No advisory or closure","Y","21NYBCH|NY569623-01","476732","Closure","22-JUL-16","23-JUL-16","1","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","ERIE","2016","NY569623","HAMBURG BATHING BEACH","No advisory or closure","Y","21NYBCH|NY569623-01","476725","Closure","07-JUN-16","09-JUN-16","2","100","24","24","MODEL","-","PREEMPT","-","RUNOFF","-"
"NY","ERIE","2016","NY569623","HAMBURG BATHING BEACH","No advisory or closure","Y","21NYBCH|NY569623-01","476726","Closure","10-JUN-16","11-JUN-16","1","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","ERIE","2016","NY569623","HAMBURG BATHING BEACH","No advisory or closure","Y","21NYBCH|NY569623-01","476727","Closure","21-JUN-16","23-JUN-16","2","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","ERIE","2016","NY569623","HAMBURG BATHING BEACH","No advisory or closure","Y","21NYBCH|NY569623-01","476728","Closure","27-JUN-16","28-JUN-16","1","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","ERIE","2016","NY569623","HAMBURG BATHING BEACH","No advisory or closure","Y","21NYBCH|NY569623-01","476730","Closure","10-JUL-16","11-JUL-16","1","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","MONROE","2016","NY238390","HAMLIN BEACH STATE PARK - H3","No advisory or closure","Y","21NYBCH|NY238390-01","476464","Closure","30-JUN-16","01-JUL-16","2","100","24","24","ELEV_BACT","-","ECOLI","-","STORM","-"
"NY","WESTCHESTER","2016","NY937940","HARBOR ISLAND BEACH","No advisory or closure","Y","21NYBCH|NY937940-01","476967","Closure","05-JUL-16","06-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","WESTCHESTER","2016","NY937940","HARBOR ISLAND BEACH","No advisory or closure","Y","21NYBCH|NY937940-01","476968","Closure","29-JUL-16","31-JUL-16","2","100","24","24","SEWAGE","-","PREEMPT","-","RUNOFF","-"
"NY","WESTCHESTER","2016","NY937940","HARBOR ISLAND BEACH","No advisory or closure","Y","21NYBCH|NY937940-01","476965","Contamination Advisory","07-JUN-16","09-JUN-16","2","100","24","24","ELEV_BACT","-","ENTERO","-","UNKNOWN","-"
"NY","WESTCHESTER","2016","NY937940","HARBOR ISLAND BEACH","No advisory or closure","Y","21NYBCH|NY937940-01","476966","Closure","28-JUN-16","01-JUL-16","3","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY386625","HAVEN'S BEACH","No advisory or closure","Y","21NYBCH|NY386625-01","476553","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY386625","HAVEN'S BEACH","No advisory or closure","Y","21NYBCH|NY386625-01","476552","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY370065","HEAD OF THE BAY CLUB","No advisory or closure","Y","21NYBCH|NY370065-01","476536","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY370065","HEAD OF THE BAY CLUB","No advisory or closure","Y","21NYBCH|NY370065-01","476537","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY585012","HEWLETT BEACH","No advisory or closure","Y","21NYBCH|NY585012-01","476752","Rain Advisory","29-JUL-16","30-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY585012","HEWLETT BEACH","No advisory or closure","Y","21NYBCH|NY585012-01","476751","Rain Advisory","26-JUL-16","27-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY585012","HEWLETT BEACH","No advisory or closure","Y","21NYBCH|NY585012-01","476750","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY585012","HEWLETT BEACH","No advisory or closure","Y","21NYBCH|NY585012-01","476748","Rain Advisory","28-JUN-16","29-JUN-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY585012","HEWLETT BEACH","No advisory or closure","Y","21NYBCH|NY585012-01","476749","Rain Advisory","02-JUL-16","03-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY477769","HOBART BEACH - BAY","No advisory or closure","Y","21NYBCH|NY477769-01","476635","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY477769","HOBART BEACH - BAY","No advisory or closure","Y","21NYBCH|NY477769-01","476634","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY875624","HOBART BEACH - INLET","No advisory or closure","Y","21NYBCH|NY875624-01","476935","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY875624","HOBART BEACH - INLET","No advisory or closure","Y","21NYBCH|NY875624-01","476934","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","WESTCHESTER","2016","NY092168","HUDSON PARK","No advisory or closure","Y","21NYBCH|NY092168-01","476397","Closure","05-JUL-16","06-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","WESTCHESTER","2016","NY092168","HUDSON PARK","No advisory or closure","Y","21NYBCH|NY092168-01","476396","Closure","28-JUN-16","01-JUL-16","3","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","WESTCHESTER","2016","NY092168","HUDSON PARK","No advisory or closure","Y","21NYBCH|NY092168-01","476395","Contamination Advisory","07-JUN-16","09-JUN-16","2","100","24","24","ELEV_BACT","-","ENTERO","-","UNKNOWN","-"
"NY","WESTCHESTER","2016","NY092168","HUDSON PARK","No advisory or closure","Y","21NYBCH|NY092168-01","476398","Closure","29-JUL-16","31-JUL-16","2","100","24","24","SEWAGE","-","PREEMPT","-","RUNOFF","-"
"NY","SUFFOLK","2016","NY301679","HUNTINGTON BEACH COMMUNITY ASSOC.","No advisory or closure","Y","21NYBCH|NY301679-01","476489","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY301679","HUNTINGTON BEACH COMMUNITY ASSOC.","No advisory or closure","Y","21NYBCH|NY301679-01","476488","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY159820","INC. VILLAGE OF LAUREL HOLLOW","No advisory or closure","Y","21NYBCH|NY159820-01","476433","Rain Advisory","02-JUL-16","03-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY159820","INC. VILLAGE OF LAUREL HOLLOW","No advisory or closure","Y","21NYBCH|NY159820-01","476437","Rain Advisory","29-JUL-16","30-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY159820","INC. VILLAGE OF LAUREL HOLLOW","No advisory or closure","Y","21NYBCH|NY159820-01","476436","Rain Advisory","26-JUL-16","27-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY159820","INC. VILLAGE OF LAUREL HOLLOW","No advisory or closure","Y","21NYBCH|NY159820-01","476435","Rain Advisory","08-JUL-16","09-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY159820","INC. VILLAGE OF LAUREL HOLLOW","No advisory or closure","Y","21NYBCH|NY159820-01","476434","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY835985","INDIAN FIELD BEACH","No advisory or closure","Y","21NYBCH|NY835985-01","476911","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY835985","INDIAN FIELD BEACH","No advisory or closure","Y","21NYBCH|NY835985-01","476910","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY454907","ISLAND PARK BEACH","No advisory or closure","Y","21NYBCH|NY454907-01","476615","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY454907","ISLAND PARK BEACH","No advisory or closure","Y","21NYBCH|NY454907-01","476617","Rain Advisory","29-JUL-16","30-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY454907","ISLAND PARK BEACH","No advisory or closure","Y","21NYBCH|NY454907-01","476614","Rain Advisory","02-JUL-16","03-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY454907","ISLAND PARK BEACH","No advisory or closure","Y","21NYBCH|NY454907-01","476613","Rain Advisory","28-JUN-16","29-JUN-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY454907","ISLAND PARK BEACH","No advisory or closure","Y","21NYBCH|NY454907-01","476616","Rain Advisory","26-JUL-16","27-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY365886","ISLIP BEACH","No advisory or closure","Y","21NYBCH|NY365886-01","476533","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY365886","ISLIP BEACH","No advisory or closure","Y","21NYBCH|NY365886-01","476534","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY750252","JONES BEACH STATE PARK - ZACHS BAY","No advisory or closure","Y","21NYBCH|NY750252-01","476871","Closure","29-JUL-16","31-JUL-16","2","100","24","24","ELEV_BACT","-","ENTERO","-","UNKNOWN","-"
"NY","NASSAU","2016","NY750252","JONES BEACH STATE PARK - ZACHS BAY","No advisory or closure","Y","21NYBCH|NY750252-01","476870","Closure","27-JUL-16","28-JUL-16","2","100","24","24","ELEV_BACT","-","ENTERO","-","STORM","-"
"NY","KINGS","2016","NY907198","KINGSBOROUGH COMMUNITY COLLEGE","No advisory or closure","Y","21NYBCH|NY907198-01","476954","Contamination Advisory","15-JUN-16","21-JUN-16","7","100","24","24","ELEV_BACT","-","ENTERO","-","STORM","-"
"NY","KINGS","2016","NY907198","KINGSBOROUGH COMMUNITY COLLEGE","No advisory or closure","Y","21NYBCH|NY907198-01","476954","Contamination Advisory","15-JUN-16","21-JUN-16","7","100","24","24","ELEV_BACT","-","ENTERO","-","CSO","-"
"NY","KINGS","2016","NY907198","KINGSBOROUGH COMMUNITY COLLEGE","No advisory or closure","Y","21NYBCH|NY907198-01","476955","Closure","22-JUN-16","28-JUN-16","7","100","24","24","ELEV_BACT","-","ENTERO","-","STORM","-"
"NY","KINGS","2016","NY907198","KINGSBOROUGH COMMUNITY COLLEGE","No advisory or closure","Y","21NYBCH|NY907198-01","476955","Closure","22-JUN-16","28-JUN-16","7","100","24","24","ELEV_BACT","-","ENTERO","-","CSO","-"
"NY","KINGS","2016","NY907198","KINGSBOROUGH COMMUNITY COLLEGE","No advisory or closure","Y","21NYBCH|NY907198-01","476956","Contamination Advisory","29-JUN-16","19-JUL-16","21","100","24","24","ELEV_BACT","-","ENTERO","-","STORM","-"
"NY","KINGS","2016","NY907198","KINGSBOROUGH COMMUNITY COLLEGE","No advisory or closure","Y","21NYBCH|NY907198-01","476956","Contamination Advisory","29-JUN-16","19-JUL-16","21","100","24","24","ELEV_BACT","-","ENTERO","-","CSO","-"
"NY","SUFFOLK","2016","NY843314","KNOLLWOOD BEACH","No advisory or closure","Y","21NYBCH|NY843314-01","476917","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY843314","KNOLLWOOD BEACH","No advisory or closure","Y","21NYBCH|NY843314-01","476918","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NIAGARA","2016","NY346072","KRULL PARK (OLCOTT BEACH)","No advisory or closure","N","21NYBCH|NY346072-01","476505","Closure","22-JUN-16","23-JUN-16","1","100","24","24","ELEV_BACT","-","ECOLI","-","STORM","-"
"NY","NIAGARA","2016","NY346072","KRULL PARK (OLCOTT BEACH)","No advisory or closure","N","21NYBCH|NY346072-01","476506","Closure","27-JUL-16","28-JUL-16","1","100","24","24","ELEV_BACT","-","ECOLI","-","STORM","-"
"NY","ERIE","2016","NY839114","LAKE ERIE BEACH","No advisory or closure","Y","21NYBCH|NY839114-01","476912","Closure","18-JUL-16","19-JUL-16","1","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","ERIE","2016","NY839114","LAKE ERIE BEACH","No advisory or closure","Y","21NYBCH|NY839114-01","476913","Closure","25-JUL-16","26-JUL-16","1","100","24","24","MODEL","-","PREEMPT","-","UNKNOWN","-"
"NY","NASSAU","2016","NY753946","LATTINGTOWN BEACH","No advisory or closure","Y","21NYBCH|NY753946-01","476875","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY753946","LATTINGTOWN BEACH","No advisory or closure","Y","21NYBCH|NY753946-01","476873","Closure","04-JUN-16","10-JUN-16","6","100","24","24","ELEV_BACT","-","ENTERO","-","UNKNOWN","-"
"NY","NASSAU","2016","NY753946","LATTINGTOWN BEACH","No advisory or closure","Y","21NYBCH|NY753946-01","476876","Rain Advisory","08-JUL-16","09-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY753946","LATTINGTOWN BEACH","No advisory or closure","Y","21NYBCH|NY753946-01","476877","Rain Advisory","29-JUL-16","30-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","NASSAU","2016","NY753946","LATTINGTOWN BEACH","No advisory or closure","Y","21NYBCH|NY753946-01","476874","Rain Advisory","02-JUL-16","03-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY668366","LITTLE BAY BEACH","No advisory or closure","Y","21NYBCH|NY668366-01","476844","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY668366","LITTLE BAY BEACH","No advisory or closure","Y","21NYBCH|NY668366-01","476845","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY171464","LLOYD HARBOR VILLAGE PARK","No advisory or closure","Y","21NYBCH|NY171464-01","476448","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY171464","LLOYD HARBOR VILLAGE PARK","No advisory or closure","Y","21NYBCH|NY171464-01","476449","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY921942","LLOYD NECK BATH CLUB","No advisory or closure","Y","21NYBCH|NY921942-01","476960","Rain Advisory","05-JUL-16","06-JUL-16","1","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","SUFFOLK","2016","NY921942","LLOYD NECK BATH CLUB","No advisory or closure","Y","21NYBCH|NY921942-01","476961","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","BRONX","2016","NY300205","LOCUST POINT YACHT CLUB","No advisory or closure","Y","21NYBCH|NY300205-01","476487","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","STORM","-"
"NY","BRONX","2016","NY300205","LOCUST POINT YACHT CLUB","No advisory or closure","Y","21NYBCH|NY300205-01","476487","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","-","PREEMPT","-","CSO","-"
